446,Colby Ave @ 23rd St,Everett 98201,2010/10/05,07:00-09:00,,,,,,,,,,,,,61,9,89,27,4,3,3,1,47.987168086682324,-122.20831724739587
595,East Mukilteo Blvd @ 42nd Street,Everett 98203,2010/10/05,07:00-09:00,,,,,,,,,,,,,0,1,0,1,0,2,0,1,47.96235000362863,-122.2189181641535
444,Interurban Trail south of Madison,Everett 98203,2010/10/06,07:00-09:00,,,,,,,,,,,,,4,0,4,0,0,0,4,0,47.936207133515,-122.20568405010532
443,W. Casino Rd. @ 5th Ave W,Everett 98203,2010/10/05,07:00-09:00,,,,,,,,,,,,,18,36,31,15,16,2,2,6,47.92190632656417,-122.24041733496057
445,Airport Road @ 94th St SW,Everett 98204,2010/10/05,07:00-09:00,,,,,,,,,,,,,1,2,1,1,3,0,1,5,47.91228687397191,-122.27163118013614
442,19th Ave SE @ Lake Heights Dr,Everett 98208,2010/10/05,07:00-09:00,,,,,,,,,,,,,6,0,19,0,3,0,3,0,47.89151051798407,-122.20547818863912
590,SR 527 @ 214th,Bothell 98021,2010/10/05,07:00-09:00,,,,,,,,,,,,,3,7,11,7,1,5,6,null,47.80390812355847,-122.20856639445309
528,220th St @ 52nd Ave W,Mountlake Terrace 98043,null,16:00-18:00,,,,,,,,,,,,,13,2,5,9,1,0,1,0,47.79920385159393,-122.30315551656953
530,Interurban Trail @ 228th St SW,Mountlake Terrace 98026,2010/10/06,16:00-18:00,,,,,,,,,,,,,8,9,10,17,17,6,8,14,47.792315691764536,-122.33139300977423
427,North Creek @ new Fitzgerald trail (S of 228th),Bothell 98021,2010/10/05,07:00-09:00,,,,,,,,,,,,,7,4,3,4,5,1,3,null,47.79114956934461,-122.19731134358645
531,Mountlake Terrace Transit Center north of 236th St SW,Mountlake Terrace 98043,null,16:00-18:00,,,,,,,,,,,,,0,11,0,7,1,4,0,3,47.7848261774624,-122.314918158483
428,23rd Ave SE @ 240th St SE,Bothell 98021,2010/10/06,07:00-09:00,,,,,,,,,,,,,57,1,7,null,3,null,2,null,47.78023995790669,-122.20202182139072
561,200th @ Interurban Trail,Shoreline 98133,2010/10/07,16:00-18:00,,,,,,,,,,,,,1,10,13,7,0,4,5,3,47.77417252254921,-122.34063803151938
563,Richmond Beach Rd @ 8th Ave NW,Shoreline 98177,null,16:00-18:00,,,,,,,,,,,,,12,19,13,17,4,2,3,6,47.76512089940073,-122.36660824675968
558,160th @ Dayton,Shoreline 98133,null,16:00-18:00,,,,,,,,,,,,,4,42,5,17,3,2,2,1,47.745034885862864,-122.35323593127899
589,Waynita Way @ Valhalla Dr,Bothell 98011,2010/10/05,07:00-09:00,,,,,,,,,,,,,9,0,13,1,15,0,7,0,47.74667033740319,-122.21305563749603
557,NE 155th @ 15th Ave NE,Shoreline 98155,2010/10/05,16:00-18:00,,,,,,,,,,,,,11,5,10,7,7,0,10,7,47.74119899538018,-122.31294517163114
602,100th Ave NE @ NE 132nd St,Kirkland 98034,2010/10/05,07:00-09:00,,,,,,,,,,,,,17,25,23,48,5,0,6,3,47.71848776517027,-122.2077419856474
460,NE 116th St west of 124th Ave NE,Kirkland 98033,null,07:00-09:00,,,,,,,,,,,,,18,12,9,13,1,2,11,1,47.70395988382476,-122.17579277761392
539,166th Ave NE @ NE 104th St.,Redmond 98052,2010/10/05,16:00-18:00,,,,,,,,,,,,,18,8,17,10,4,3,3,3,47.69291662056886,-122.1184283426769
459,100th @ Slater,Kirkland 98033,2010/10/05,07:00-09:00,,,,,,,,,,,,,7,18,6,3,1,3,0,2,47.68957587080441,-122.18116412388008
412,SR 305 @ Day Rd,Bainbridge Island 98110,2010/10/06,16:00-18:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.67939809000922,-122.53919845797081
555,NE Ravenna Blvd @ E Greenlake & NE 71st,Seattle 98115,2010/10/06,16:00-18:00,,,,,,,,,,,,,265,82,191,233,143,22,90,32,47.67981699532611,-122.32571273516024
111,NE 56th St @ 16th Ave NE,Seattle - University District 98105,2010/10/14,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.66944451047738,-122.310751329929
114,NE 55th St @ Roosevelt,Seattle - University District 98105,2010/10/07,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.668577092718905,-122.31736370578284
458,NE 70th St west of 122nd Ave NE,Kirkland 98033,2010/10/05,07:00-09:00,,,,,,,,,,,,,6,14,7,7,2,7,6,4,47.668188076436465,-122.17742162188998
41,Kitsap Mall Blvd @ Randall Way,Silverdale 98383,2010/10/07,16:00-18:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.65912023239579,-122.69302202960388
538,140th @ Old Redmond Rd.,Redmond 98052,2010/10/05,16:00-18:00,,,,,,,,,,,,,15,9,7,19,8,15,7,16,47.66614371101282,-122.15334226342355
1,154th Ave NE @ Old Redmond Rd,Redmond 98052,2010/10/20,16:00-18:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.66619982222363,-122.13515197187262
545,University Way NE @ NE 47th St,Seattle 98105,null,16:00-18:00,,,,,,,,,,,,,433,355,787,317,95,31,58,53,47.66309177472793,-122.31310186492945
541,Marymoor Connector @ E. Lk. Sammam.,Redmond 98052,2010/10/06,16:00-18:00,,,,,,,,,,,,,23,null,15,16,15,null,26,47,47.66418755984409,-122.10050015196326
608,S. end of Ballard Bridge,Seattle 98119,2010/10/05,07:00-09:00,,,,,,,,,,,,,14,8,7,16,15,18,83,22,47.657869919027995,-122.37622041292771
390,Ballard Bridge (north end),Seattle 98119,2010/10/27,xxx,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.65399339778143,-122.37621494431652
392,University Bridge,Seattle 98105,2010/10/26,xxx,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.65380726577807,-122.31955201260324
546,University Bridge @ Fuhrman,Seattle 98102,2010/10/05,16:00-18:00,,,,,,,,,,,,,50,69,99,68,255,19,182,5,47.651578260990505,-122.32127526031856
543,34th @ Fremont Ave N,Seattle 98103,2010/10/07,16:00-18:00,,,,,,,,,,,,,178,226,132,173,125,213,161,182,47.64958972630854,-122.3497474457586
606,On the Fremont Bridge,Seattle 98103,2010/10/07,07:00-09:00,,,,,,,,,,,,,72,null,75,null,196,null,420,null,47.64768365241912,-122.34975105298639
552,Montlake Bridge,Seattle 98112,2010/10/05,16:00-18:00,,,,,,,,,,,,,106,null,115,null,170,null,177,null,47.647312143383765,-122.30460856467343
393,Fremont Bridge,Seattle 98109,2010/10/26,xxx,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.64614808628589,-122.34974159664405
464,Fletcher @ New Brooklyn,Bainbridge Island 98110,null,16:00-18:00,,,,,,,,,,,,,7,0,6,1,15,6,4,4,47.64306824853796,-122.56474465865597
604,116th  Ave NE @ NE 41st St,Kirkland 98033,2010/10/06,07:00-09:00,,,,,,,,,,,,,null,null,2,null,3,null,10,null,47.64716324093115,-122.18554746612115
536,NE 40th @ 520 Trail,Redmond 98052,2010/10/06,16:00-18:00,,,,,,,,,,,,,11,128,138,61,111,43,41,16,47.64601007104155,-122.13563247389564
421,Bellevue Way NE north of Northup Way,Bellevue 98033,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.64469392098695,-122.20169362326564
548,Queen Anne Ave N @ Boston St,Seattle 98109,2010/10/06,16:00-18:00,,,,,,,,,,,,,317,130,308,112,8,2,16,8,47.638382567878956,-122.35692664562953
466,Madison @ High School,Bainbridge Island 98110,null,16:00-18:00,,,,,,,,,,,,,6,10,9,25,23,3,8,14,47.63576112010237,-122.52099683759714
425,115th Ave NE east of 116th Ave NE,Bellevue 98005,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.6342037669933,-122.18560808150694
411,Wyatt Way @ Finch,Bainbridge Island 98110,2010/10/06,16:00-18:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.628696402894896,-122.53703095101164
410,Winslow Way @ SR 305/ Olympic Drive,Bainbridge Island 98110,2010/10/06,16:00-18:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.62487407024042,-122.51413491761564
413,NE 12th St west of 116th Ave NE,Bellevue 98005,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.622770646852416,-122.18566182371382
544,Broadway E @ E John,Seattle 98102,2010/10/06,16:00-18:00,,,,,,,,,,,,,838,197,556,376,68,33,38,34,47.61990777238992,-122.32087282759156
252,NE 12th St @ Bellevue Way,Bellevue 98004,2010/10/26,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.62105744222331,-122.20167906759096
423,Bellevue Way north of NE 4th St,Bellevue 98004,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.61378628201396,-122.20160401139138
420,108th Ave NE south of NE 4th St,Bellevue 98004,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.61375089506403,-122.19626007757418
422,West Lake Sammamish Parkway south of Northup Way,Bellevue 98008,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.60974948954517,-122.11048911542188
365,SE 7th Pl @ Lake Hills Connector Rd,Bellevue 98005,2010/10/28,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.603895007042475,-122.17681162671806
424,118th Ave NE north of SE 8th St,Bellevue 98005,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.60158307421039,-122.18779097281492
127,12th Ave S @ Jackson St,Seattle - Central District 98104,2010/10/12,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.599189128080674,-122.31722303097526
124,Dearborn @ Rainier,Seattle - Central District 98144,2010/10/06,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.59587382108659,-122.31152943014433
607,Lake WA Blvd @ Lakeside,Seattle 98144,2010/10/05,07:00-09:00,,,,,,,,,,,,,23,0,34,7,36,0,22,10,47.585550746962696,-122.28751492781369
432,Lower Wheaton Way @ Magnusson Way,Bremerton 98310,2010/10/05,07:00-09:00,,,,,,,,,,,,,1,9,0,5,0,1,0,2,47.57796918993505,-122.62223297826213
414,118th Ave SE north of I-90,Bellevue 98005,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.580717069863056,-122.17909835459132
433,Naval Avenue @ 8th St,Bremerton 98337,2010/10/06,07:00-09:00,,,,,,,,,,,,,48,28,31,46,2,5,8,1,47.56884354776392,-122.64632474666526
524,SE 40th @ W. Mercer Way,Mercer Island 98040,2010/10/07,16:00-18:00,,,,,,,,,,,,,0,0,7,6,26,0,26,10,47.57453136194827,-122.23959396774055
431,SR 310 @ National Ave N,Bremerton 98312,2010/10/07,07:00-09:00,,,,,,,,,,,,,null,3,2,null,null,4,null,4,47.56837331695559,-122.66768489965658
525,SE 40th @ 86th Ave SE,Mercer Island 98040,2010/10/06,16:00-18:00,,,,,,,,,,,,,18,19,13,28,4,3,3,6,47.574568884114264,-122.22424266431315
553,Spokane St W of Low bridge,Seattle 98106,2010/10/06,16:00-18:00,,,,,,,,,,,,,null,4,2,12,null,47,17,209,47.57096320298616,-122.35722852690608
430,5th St @ Warren Ave,Bremerton 98337,2010/10/05,07:00-09:00,,,,,,,,,,,,,22,14,36,13,0,8,4,3,47.566567987287115,-122.63291164870691
429,Washington Ave @ 4th St,Bremerton 98337,2010/10/07,07:00-09:00,,,,,,,,,,,,,17,0,88,29,6,0,6,4,47.565704260184475,-122.62416258176901
526,Island Crest Way @ SE 44th,Mercer Island 98040,2010/10/06,16:00-18:00,,,,,,,,,,,,,1,0,2,0,2,1,2,2,47.567352094976066,-122.22678530712142
449,E Lk Sammamish Pkwy @ SE 43rd Ave,Issaquah 98029,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,4,0,8,0,47.567829061135185,-122.05530977833159
549,Rainier S @ Edmunds,Seattle 98118,null,16:00-18:00,,,,,,,,,,,,,0,0,0,0,8,3,3,2,47.55865581970735,-122.28544303336699
609,Chief Sealth Trail @ Beacon Ave s,Seattle 98108,2010/10/07,07:00-09:00,,,,,,,,,,,,,42,6,9,null,16,3,1,null,47.555958545527915,-122.3032352997945
519,East Mercer Way @ SE 53rd Pl,Mercer Island 98040,2010/10/07,16:00-18:00,,,,,,,,,,,,,1,1,1,2,25,2,25,3,47.556147916190184,-122.21483683549864
591,SR 304 @ Charleston Beach Road,Bremerton 98312,2010/10/05,07:00-09:00,,,,,,,,,,,,,3,1,0,1,0,0,0,0,47.548979055383086,-122.66766217930511
527,Island Crest Way @ SE 53rd,Mercer Island 98040,2010/10/05,16:00-18:00,,,,,,,,,,,,,55,1,33,0,3,1,9,null,47.55454179252312,-122.2216012392777
600,SE Issaquah-Fall City Road @ Black Nugget Road,Issaquah 98029,2010/10/05,07:00-09:00,,,,,,,,,,,,,3,3,3,2,2,0,1,5,47.54927864971296,-122.02544714953454
521,Island Crest Way @ SE 68th,Mercer Island 98040,2010/10/05,16:00-18:00,,,,,,,,,,,,,10,20,13,9,7,1,3,4,47.54207261756352,-122.22170443412581
610,Highland Park Way SW @ Duwamish Trail,Seattle 98106,2010/10/07,07:00-09:00,,,,,,,,,,,,,5,2,3,1,10,16,1,2,47.54035294768182,-122.34218110445588
522,SE 70th @ East Mercer Way,Mercer Island 98040,null,16:00-18:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.54071122854969,-122.2128523748899
461,SE 70th @ W. Mercer Way,Mercer Island 98040,2010/10/06,07:00-09:00,,,,,,,,,,,,,9,0,4,0,27,0,7,0,47.540202985765845,-122.23642132691107
550,MLK & S Myrtle @ Othello,Seattle 98118,2010/10/07,16:00-18:00,,,,,,,,,,,,,64,51,124,77,2,1,2,0,47.53888562000195,-122.28209763627387
448,Newport Way NW @ SR 900,Issaquah 98027,2010/10/05,07:00-09:00,,,,,,,,,,,,,3,3,3,6,0,10,2,9,47.54121888727602,-122.06317377162375
381,S Myrtle Pl @ Holly Park,Seattle 98118,2010/10/28,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.53729878116926,-122.28686217030695
447,E Sunset Way @ 6th Ave NE,Issaquah 98027,null,07:00-09:00,,,,,,,,,,,,,0,3,0,6,0,1,0,2,47.529978912824106,-122.02635948619452
596,Front St S @ Newport Way SW,Issaquah 98027,null,07:00-09:00,,,,,,,,,,,,,20,48,8,5,4,2,0,2,47.527504777399955,-122.03661027165472
582,Boeing Access Rd @ EMWS,Tukwila 98168,null,16:00-18:00,,,,,,,,,,,,,5,2,5,1,1,0,3,1,47.507255517012744,-122.29118017915309
440,SW 116th St @ 4th Ave Sw,Burien 98146,2010/10/07,07:00-09:00,,,,,,,,,,,,,14,29,5,5,1,4,3,1,47.4993921288303,-122.3390629825679
615,S 129th @ 50th Pl,Tukwila 98178,2010/10/05,07:00-09:00,,,,,,,,,,,,,4,0,1,0,0,0,0,0,47.489834118116335,-122.2684932356122
435,Ambaum @ SW 136th St,Burien 98146,null,07:00-09:00,,,,,,,,,,,,,23,7,9,2,2,0,1,0,47.48116494091511,-122.3482786099354
434,136th @ 4th ave SW,Burien 98166,2010/10/05,07:00-09:00,,,,,,,,,,,,,3,3,3,3,1,1,1,1,47.48123745276529,-122.33916873251707
439,S. 136th St @ 8th Ave S,Burien 98168,2010/10/04,07:00-09:00,,,,,,,,,,,,,2,9,15,20,null,2,null,2,47.4813192823782,-122.3233737954938
494,Des Moines Memorial Dr. @ S 136th St,Burien 98168,2010/10/05,16:00-18:00,,,,,,,,,,,,,6,1,2,6,3,0,2,0,47.48134536489345,-122.31408414964966
587,S 144th St @ International Blvd,Tukwila 98168,null,16:00-18:00,,,,,,,,,,,,,37,141,100,152,3,0,4,3,47.47422937598667,-122.28432755345764
436,SW 150th @ 4th Ave SW,Burien 98166,null,07:00-09:00,,,,,,,,,,,,,10,16,24,1,3,1,2,1,47.46864643438718,-122.33892618414757
438,SW 152nd @ 21st Ave SW,Burien 98166,2010/10/05,07:00-09:00,,,,,,,,,,,,,13,57,12,12,1,0,1,0,47.46674694459794,-122.36060926442362
592,SW 152nd @ 1st Ave S.,Burien 98166,null,07:00-09:00,,,,,,,,,,,,,8,47,4,19,0,5,0,0,47.46689385794239,-122.33386858470668
583,International Boulevard @ Southcenter Boulevard,Tukwila 98188,null,16:00-18:00,,,,,,,,,,,,,106,35,39,24,4,2,2,2,47.465142621502764,-122.28892444993014
585,S Longacres Way @ BNSF,Tukwila 98057,2010/10/06,16:00-18:00,,,,,,,,,,,,,4,27,7,64,3,21,3,23,47.461178030339504,-122.2397005752887
437,SW 160th @ 4th Ave Sw,Burien 98166,2010/10/04,07:00-09:00,,,,,,,,,,,,,5,8,79,6,1,0,1,0,47.45972067910326,-122.3392311353901
441,1st Ave S @ Normandy Rd,Burien 98166,2010/10/04,07:00-09:00,,,,,,,,,,,,,5,4,0,6,1,0,1,1,47.44168560931086,-122.33441570640392
586,S 180th St @ Southcenter Parkway,Tukwila 98188,2010/10/05,16:00-18:00,,,,,,,,,,,,,5,0,0,2,1,0,0,0,47.441391769001854,-122.26045522061568
452,Interurban Trail @ S 180th St,Kent 98057,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,1,13,null,16,3,47.441225053765805,-122.24175370939153
453,SE 240th Street @ 116th Ave SE,Kent 98030,2010/10/05,07:00-09:00,,,,,,,,,,,,,22,7,2,5,1,1,null,3,47.386913563371365,-122.18678313229579
455,Benson/104th Ave SE @ SE 256th St/Kent-Kangley Rd (SR 516),Kent 98030,2010/10/05,07:00-09:00,,,,,,,,,,,,,30,41,19,187,1,0,0,12,47.37255775124281,-122.20241870714455
456,SE 272nd St @ 132nd Ave SE,Kent 98030,null,07:00-09:00,,,,,,,,,,,,,6,2,10,13,null,1,null,null,47.35794526378241,-122.16546187794833
570,Vassault @ 37th,Tacoma 98407,2010/10/05,16:00-18:00,,,,,,,,,,,,,6,6,5,6,15,0,10,0,47.282411426042366,-122.52115050538286
580,Ruston Way @ McCarver St,Tacoma 98407,2010/10/05,16:00-18:00,,,,,,,,,,,,,null,74,38,113,null,2,10,12,47.275787625736875,-122.46528122752241
569,N 21st @ N Union Ave,Tacoma 98406,2010/10/05,16:00-18:00,,,,,,,,,,,,,17,20,34,19,11,2,8,6,47.26735493724866,-122.48407648322892
614,S Schuster Parkway @ S 4th,Tacoma 98402,2010/10/07,07:00-09:00,,,,,,,,,,,,,1,1,4,null,1,1,4,null,47.26117837402898,-122.44132857212982
573,Scott Pierson Trail @ Jackson Ave,Tacoma 98406,2010/10/07,16:00-18:00,,,,,,,,,,,,,3,2,3,2,4,7,7,8,47.258075695740516,-122.53704257395538
578,6th @ Union,Tacoma 98405,2010/10/05,16:00-18:00,,,,,,,,,,,,,19,17,36,25,4,3,3,7,47.2552695651317,-122.4836352552757
564,S 11th @ Market,Tacoma 98402,2010/10/07,16:00-18:00,,,,,,,,,,,,,33,43,52,39,7,1,4,1,47.253070457023604,-122.44153077303163
581,S 11th @ Fawcett,Tacoma 98402,2010/10/05,16:00-18:00,,,,,,,,,,,,,8,38,27,17,3,1,2,0,47.25291686400215,-122.44296095434568
577,S. 19th @ Market,Tacoma 98402,2010/10/07,16:00-18:00,,,,,,,,,,,,,22,124,4,76,2,0,1,0,47.24483800957382,-122.43965891306706
579,EELLs Bridge,Tacoma 98421,2010/10/05,16:00-18:00,,,,,,,,,,,,,0,3,0,1,0,6,0,5,47.24322183247709,-122.4014908601327
574,Tacoma Ave @ St Helens,Tacoma 98409,null,16:00-18:00,,,,,,,,,,,,,60,19,64,40,8,1,13,18,47.23452177575718,-122.44030442588637
568,Center @ Tyler,Tacoma 98409,2010/10/05,16:00-18:00,,,,,,,,,,,,,23,14,15,9,7,0,3,0,47.23160468096034,-122.49329201715558
571,Portland Ave @ E 48th St,Tacoma 98404,2010/10/05,16:00-18:00,,,,,,,,,,,,,32,13,16,6,4,1,4,0,47.21353764287221,-122.40769486094119
650,S 56th @ Montgomery,Tacoma 98409,null,07:00-09:00,,,,,,,,,,,,,1,7,0,10,0,0,1,0,47.206473986895894,-122.47817730809862
576,56th @ Yakima,Tacoma 98408,2010/10/07,16:00-18:00,,,,,,,,,,,,,10,15,8,10,4,7,1,2,47.206417516893225,-122.44320577818274
567,S 56th St @ Park,Tacoma 98408,2010/10/06,16:00-18:00,,,,,,,,,,,,,4,20,9,10,7,4,5,2,47.20640368644343,-122.44182214467271
534,Riverwalk Trail @ SR 512,Puyallup 98372,2010/10/06,16:00-18:00,,,,,,,,,,,,,null,5,null,6,null,13,null,14,47.192597189582386,-122.28308929689582
605,Foothills Trail S of 80th St E,Puyallup 98372,2010/10/06,07:00-09:00,,,,,,,,,,,,,0,4,0,1,0,2,0,1,47.18500795828563,-122.25077639454271
535,Canyon Rd E @ 116th St E,Puyallup 98373,2010/10/06,16:00-18:00,,,,,,,,,,,,,0,5,0,1,4,3,3,0,47.15072363355163,-122.35719302670968
532,121st @ Pacific (Hwy 7),Parkland 98444,2010/10/06,16:00-18:00,,,,,,,,,,,,,12,20,27,27,9,3,4,1,47.14753422617587,-122.43440967124178
588,Sammamish River Trail @ North Creek Trail,Bothell 98011,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,17,null,10,null,80,null,30,47.75628631985151,-122.18910943545943
594,US 2 pedestrian/bicycle path @ Hewitt Avenue,Everett 98201,2010/10/05,07:00-09:00,,,,,,,,,,,,,0,1,0,2,0,2,3,0,47.97923307118164,-122.1852389005062
556,I-90 Trail @ Rezal Bridge,Seattle 98144,2010/10/06,16:00-18:00,,,,,,,,,,,,,28,38,38,25,52,48,48,6,47.594351514962554,-122.31668500610948
416,I-90 Trail west of 128th Ave SE,Bellevue 98006,2010/10/05,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.579852174053926,-122.1706953749929
457,Market St north of Central Way,Kirkland 98033,2010/10/05,07:00-09:00,,,,,,,,,,,,,9,19,23,8,2,3,21,0,47.67622450226505,-122.20902291397175
547,Alaska @ California,Seattle 98116,2010/10/06,16:00-18:00,,,,,,,,,,,,,211,146,204,134,6,11,15,12,47.56110663105824,-122.38677812645733
566,Scott Pierson Trail @ Tyler,Tacoma 98405,2010/10/07,16:00-18:00,,,,,,,,,,,,,0,0,0,0,0,2,0,6,47.2351171771811,-122.49267457268778
540,Sammamish River Trail north of 85th St,Redmond 98052,2010/10/05,16:00-18:00,,,,,,,,,,,,,66,null,55,null,187,null,131,null,47.67858263694132,-122.1320553885924
188,Cedar River Trail @ Logan,Renton 98057,2010/10/07,07:00-09:00,,,,,,,,,,,,,null,null,null,null,null,null,null,null,47.4859567587127,-122.20890677324593
451,Interurban Trail @ James Street,Kent 98032,2010/10/06,07:00-09:00,,,,,,,,,,,,,5,13,5,26,28,5,4,1,47.386688138562945,-122.24213965234412
523,I-90 Trail @ SE 26th,Mercer Island 98040,2010/10/06,16:00-18:00,,,,,,,,,,,,,6,18,0,18,8,34,3,70,47.58720058970585,-122.22916043495621
560,N 175th St @ Interurban Trail,Shoreline 98133,2010/10/06,16:00-18:00,,,,,,,,,,,,,42,24,37,18,26,5,27,2,47.75596852703369,-122.3443608041838
